reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Rohan ji, ₹2800 EMI 4 din ho gaye late. Late fees bhi lagech, UPI se abhi kar dein: rzp.io/pay","haan bhai kal tak kar dunga, sorry yaar kuch family issues mein busy tha",promise_to_pay,4,2800,mobile loan EMI,polite,hyderabad,kal,2800.0,,family issues,False,False
"Hi bhai, ₹6000 EMI 16 din overdue hai. Late fees lag rahi hai, CIBIL score bhi affect hoga. UPI se turant kar dein: rzp.io/pay 🙏","Yaar, kal salary aayegi, pakka usse pehle transfer karwa dunga 🙏",promise_to_pay,16,6000,personal loan EMI,polite,delhi,kal,6000.0,,,True,False
"Enti ₹3000 ka BNPL payment 54 din se overdue hai. RBI guidelines ke mutabiq, aapko late fees bhi dena padega. Abhi UPI se kar dein: rzp.io/pay",Boss aaj office mein busy tha. Kal zaroor kar dunga. Aapko phir reminder nahi karna padega. 🙏,promise_to_pay,54,3000,BNPL payment,polite,hyderabad,kal,3000.0,,,False,True
"Arre ₹4800 ka EMI 30 din se due hai, aapne ab tak kyun nahi kiya payment?","Nako, maine 10 din pehle hi UPI se payment kar diya tha, aapke system mein lagta hai problem hai.",dispute,30,4800,credit line EMI,angry,mumbai,,,payment not reflected,system error,False,False
"Sun yaar, ₹10000 EMI bohot din se due hai. RBI guidelines ke mutabiq legal action lena pad sakta hai. UPI se turant kar dein: rzp.io/pay 🙏","bhai sorry yaar, abhi kuch din aur de do, pakka kar dunga 🙏",promise_to_pay,88,10000,personal loan EMI,worried,delhi,abhi kuch din,10000.0,,vague timeline,False,True
"₹19000 ka personal loan EMI pending hai. 64 days ho gaye hain, late fees bhi lag rahi hai. Kripya payment karne ki koshish karein, nahi to legal action lena padega.","definitely karta hun, par abhi thoda time do",refusal,64,19000,personal loan EMI,worried,hyderabad,,,,,False,True
"Ravi ji ₹12000 pending hai, 47 days ho gaye, settlement offer karna padega, enti okay ra?","definitely, abhi 6000 bhejta hun, baaki 1 mahine mein pakka, lekin interest mat lo, bhai 😊",partial_payment,47,12000,BNPL payment,cooperative,hyderabad,1 month,6000.0,,,False,False
"Namaste sir, aapka ₹4500 bike loan EMI 74 days overdue hai. UPI maadtini payment karein.","Illa sir, maine kal hi ₹3000 transfer kiya tha, aap check karein.",dispute,74,4500,bike loan EMI,polite,bangalore,,,payment not updated,technical issue,False,False
"Ramesh ji, ₹10000 mobile loan EMI 49 din se overdue hai. Aapko late fees ka notice mil chuka hoga. Kay aap settle karne ke liye taiyar hain?","Nako bhai, main aaj hi payment kar dunga. Galti se date miss ho gayi thi 🙏",needs_more_time,49,10000,mobile loan EMI,cooperative,mumbai,today,10000.0,,forgetfulness,False,False
"Namaskara sir, ₹12000 EMI 18 din ho gaye. CIBIL score kharab ho sakta hai. UPI maadtini, bekku: rzp.io/pay","Illa bekku, this weekend transfer madtini 🙏",promise_to_pay,18,12000,mobile loan EMI,polite,bangalore,this weekend,12000.0,,personal_issue,True,False
"Amit bhai, ₹1200 ka EMI 20 din overdue hai. Abhi UPI se karein: rzp.io/pay. CIBIL score ko maintain karna zaroori hai.","bekku, today office mein busy tha, tomorrow pakka kar dunga",promise_to_pay,20,1200,BNPL payment,cooperative,bangalore,tomorrow,1200.0,,busy,True,False
₹5200 due hai sir. Illa aap payment karein,"sorry sir, ₹1000 hi abhi de sakte hain. baaki next week mein denge",dispute,10,5200,credit line EMI,evasive,bangalore,next week,1000.0,,temporary financial difficulty,False,False
"Vijay ji, ₹4200 EMI 10 din overdue. Settlement option bhi hai. Abhi karein: rzp.io/pay 📝","bhai, office mein busy tha. Pakka kal payment kar dunga, thanks for reminder 🙏",promise_to_pay,10,4200,BNPL payment,polite,hyderabad,tomorrow,4200.0,,office_work,False,False
"Ramesh ₹9000 EMI due ho gaya hai, aap 3 din se overdue ho. Aap payment kab tak kar sakte ho?","bhai 4500 abhi bhejta hun, baaki 1 hafte mein pakka, sorry for delay 🙏",partial_payment,3,9000,credit line EMI,polite,hyderabad,8,4500.0,,personal reasons,False,False
"Amit ji, ₹8000 ka EMI 30 din overdue. Abhi tak kuch nahi aaya. Late fees lag rahi hai. Settlement karne ke liye call karein.","Re, mujhe thoda time do. Friday ko transfer kar dunga, promise 🙏",promise_to_pay,30,8000,BNPL payment,desperate,mumbai,friday,8000.0,,time_requested,False,False
₹12000 ki bike loan EMI 38 days se pending hai. Legal notice jaldi hi bhejna padega agar aaj ₹12050 clear nahi hua. Settlement option bhi hai.,Settlement? Kya matlab hai?,refusal,38,12000,bike loan EMI,cooperative,bangalore,,,,request_for_clarification,False,True
Boss ₹9000 EMI miss ho gayi. 28 din ho gaye. CIBIL score impact hoga. Payment karein.,"Okay ra, kal tak payment kar dete hain. UPI kar denge. 🙏",dispute,28,9000,credit line EMI,evasive,hyderabad,tomorrow,9000.0,,payment delay,True,False
"Bhai ₹12000 EMI pending hai, 70 din ho gaye. Ab turant karen ya legal notice aayega. CIBIL score bhi kharab hoga.","Yaar mujhe thoda time chahiye, 6000 abhi bhej sakta hun baaki 1 hafte mein pakka",partial_payment,70,12000,personal loan EMI,polite,delhi,1 hafte mein,6000.0,,,True,True
"Ramesh ji, ₹15000 pending hai. Sun, aapko settlement offer kar sakte hain. Kripya turant payment karein.","Bhai ₹7500 abhi bhej raha hun, baaki kal tak pakka kar lo.",partial_payment,40,15000,business loan EMI,cooperative,delhi,,7500.0,,health issues,False,False
"Deepak ji ₹9000 pending hai. ₹4500 abhi pay karein, baaki 15 tarikh ko ₹4500 or ₹1000 ki late fee. Settlement offer sirf aaj tak hai.","boss ₹3000 abhi bhejta hun, baaki ₹6000 10 tarikh ko bhejunga. Okay ra?",partial_payment,90,9000,personal loan EMI,resigned,hyderabad,10,3000.0,,,False,False
"Anil ji, ₹25000 personal loan EMI pending hai. 17 din ho gaye overdue. Late fees bhi lag rahi hai. Payment karein please.",Nahi kar sakta. Court mein jaunga.,refusal,17,25000,personal loan EMI,angry,hyderabad,,,,,False,True
"Sir, ₹23000 business loan EMI 15 din se pending hai. Late fees lag rahi hai, aap CIBIL score ko impact kar rahe hain. UPI maadtini ₹23000 settle karein.","Illa bekku 2-3 din, settlement kar dunga, ₹20000 kar sakte ho?",needs_more_time,15,23000,business loan EMI,polite,bangalore,2-3 din,20000.0,,business_problem,True,False
"Ankit ji ₹3800 ki EMI 38 din se pending hai. UPI se turant payment karein: rzp.io/pay. Late fees lagu honge, CIBIL score bhi affect hoga.","bhai aapko pata hai mera business thoda down hai, kab tak ho sakta hai? 🤔",promise_to_pay,38,3800,personal loan EMI,worried,delhi,,,,business down,True,False
"Suresh ji, ₹18000 personal loan EMI pending hai. 17 din ho gaye overdue. CIBIL score definitely impact karega. Payment karein please.","Enti, main karta hun. Par UPI karna nahi aata.",refusal,17,18000,personal loan EMI,worried,hyderabad,,,,lack of knowledge,True,False
"Surbhi ji aapka ₹3800 EMI 77 din se due hai, aapko settlement offer de raha hoon, ₹3000 de dijiye aur aapka account clear ho jayega.","Pakka, main ₹3000 de dunga, lekin aap mere CIBIL score ko theek karwa dena 🙏",dispute,77,3800,mobile loan EMI,cooperative,delhi,today,3000.0,,,True,False
"Amit ji, aapka ₹7000 bike loan EMI due hai. Bekku ₹1000 late fees bhi lag gaye hain. Settlement offer hai ₹5500 mein.", ₹1000 extra kyun? Mera loan ₹6000 ka tha.,dispute,74,7000,bike loan EMI,angry,bangalore,,,incorrect amount,incorrect loan amount,False,False
"Arre, Rohan ji, ₹4800 EMI due hai 6 din ho gaye. Thoda jaldi payment kar sakte hain? UPI link bhejta hoon.","nako sir, maine 2 din pehle payment kar diya tha, aap check karo na.",dispute,6,4800,personal loan EMI,polite,mumbai,,,payment not updated,technical issue,False,False
"Sun, ₹4500 bike loan EMI 51 days overdue hai. Aapka CIBIL score kharab ho jayega. Turant payment karein.","Bhai, maine 2 din pehle call kiya tha. Aapne bola tha 3 din mein update hoga. Ab kya hua?",dispute,51,4500,bike loan EMI,worried,delhi,,,payment not updated,communication issue,True,False
"Sir ₹12000 Baki hai, 44 days ho gaye hain overdue. Legal notice bhejna padega. Please EMI clear karein.","Kya Anna, itna jaldi kaise karunga, kuch time do.",refusal,44,12000,mobile loan EMI,worried,hyderabad,,,,,False,True
"Ankit bhai, ₹3800 EMI 38 din se overdue hai. Late fees ₹300 lag gayi hai. Turant payment karein, nahi to legal action lena padega.","Bhai abhi nahi ho payega, agle hafte mein payment karunga. Please thoda aur time do 🙏",needs_more_time,38,3800,credit line EMI,polite,delhi,,,,time_request,False,True
"Amit ji, ₹8000 ka bike loan EMI 55 din se pending hai. CIBIL score affect hoga, illa zarur karein: rzp.io/pay","bhai thoda time de do, salary abhi nahi aayi, next week zarur kar dunga 🙏",promise_to_pay,55,8000,bike loan EMI,desperate,bangalore,next week,,,no_salary,True,False
"Ankit ji aapki ₹22000 ki EMI 51 din se pending hai. Aaj hi settlement karein, nahi toh CIBIL score kharaab ho jayega aur aapko loan lene mein problem hogi.","bhai sach mein paisa nahi h, 10 din aur do, turant payment kar dunga 🙏",needs_more_time,51,22000,personal loan EMI,desperate,hyderabad,10 days,22000.0,,financial_problem,True,False
"Sir, ₹3200 EMI due hai. Aapke account mein late fees bhi lag rahi hai. Bekku ₹3500 karke payment karein.","Abhi thoda time chahiye, 10 din mein kar deta hoon",dispute,75,3200,BNPL payment,evasive,bangalore,10 days,3500.0,,lack of funds,False,False
"Re, ₹18000 ka EMI pending hai. Late fees bhi lag gaye hain. Thoda samay nahi hai. Aapko settlement ke liye ₹15000 pe payment karni hogi.","Sorry, thoda time chahiye. Next month de dunga 🤞",refusal,71,18000,credit line EMI,evasive,mumbai,,,,,False,False
Srinivas ji ₹28000 bike loan EMI pending hai. Aapka account settlement ke liye eligible hai. Enti interest maaf kar sakte hai.,Mujhe thoda time chahiye. Next month se EMI dena shuru kar dunga.,refusal,30,28000,bike loan EMI,evasive,hyderabad,,,,vague timeline,False,False
"Enti ₹22000 clear karein please, 44 days ho gaye hain overdue. RBI guidelines ke according action lena padega.","Sorry Anna, par abhi ghar pe kuch issues hai, 2 weeks ke andar try karunga.",refusal,44,22000,mobile loan EMI,stressed,hyderabad,,,,,False,True
"Hi Saurabh, ₹9500 EMI 11 din se overdue hai. Late fees lag rahi hai. Turant payment karein, UPI link bhejta hoon.","Yaar bhai, mummy hospital mein hain aur ghar mein paisa nahi h, 12 din mein zarur kar dunga, lekin please aap 5% late fees maaf kar do 🙏",needs_more_time,11,9500,credit line EMI,desperate,delhi,12 din mein,9500.0,,family_health_issue,False,False
"Yaar ₹12000 EMI pending hai, 89 din ho gaye. Turant payment karein, varna late fees lagu hoga.","Bhai, 6000 abhi bhejta hun. Baaki 15 din mein pakka karta hun.",partial_payment,89,12000,bike loan EMI,polite,delhi,15,6000.0,,,False,False
"Vikas ji ₹4200 ka EMI 41 days se pending hai, bol payment kab tak kar rahe hain? RBI guidelines ke anusar action lena padega.","bhai maine to paise nahi hai, kuch din aur chahiye, RBI guidelines ke baare mein pata nahi hai",dispute,41,4200,personal loan EMI,cooperative,delhi,next month,3000.0,amount negotiation,financial difficulty,False,True
"Arun sir, ₹4500 ka EMI pending hai 29 din se. Bekku payment karein, CIBIL score impact ho sakta hai.","Illa, maine UPI maadtini 5 din pehle, aap logon ke system mein problem hai.",dispute,29,4500,business loan EMI,firm,bangalore,,,payment not updated,technical issue,True,False
"Suresh ji ₹8000 ka EMI 14 din se overdue hai. Aapka CIBIL score impact ho sakta hai. Okay ra, aaj settle karein? UPI se payment link bhej raha hoon.","Boss, sorry yaar. Thoda time do. Mera business mein problem chal raha. Next month kar dunga.",needs_more_time,14,8000,personal loan EMI,polite,hyderabad,next month,16000.0,,business problem,True,False
"Arre Vikas ji, ₹12000 mobile loan EMI 38 din se overdue hai. Late fees lag rahi hai. UPI se settle kar sakte ho.","Re bhai, abhi thoda time lagega, 2 hafte aur do, phir ek sath 2 EMI kar dunga.",needs_more_time,38,12000,mobile loan EMI,cooperative,mumbai,15 days,24000.0,,personal,False,False
Rahul ji ₹20000 bike loan EMI pending hai. Legal notice bhejna padega agar aap payment nahi karte.,Maine pehle hi aapko bataya hai. Mera case court mein chal raha hai.,refusal,30,20000,bike loan EMI,desperate,hyderabad,,,court case,court case,False,True
"Amit ji, ₹8000 EMI 15 din overdue. Nako, abhi tak kuch nahi aaya. CIBIL score kharaab hoga. Abhi karein: rzp.io/pay","Bhai, friday salary aayegi, usse pehle transfer kar dunga. Thoda patience rakho 🙏",promise_to_pay,15,8000,business loan EMI,cooperative,mumbai,friday,8000.0,,salary pending,True,False
"Naveen ji, ₹4000 EMI 17 din overdue. UPI se kar dein: rzp.io/pay. Late fees lagu honge",thoda time do sir. Agar paisa nahi deta to kya hoga?,promise_to_pay,17,4000,BNPL payment,evasive,bangalore,,,,delay tactics,False,False
"₹9000 pending hai, sun, aapko late fees bhi dena padega. Poora payment karein ya phir settlement chalega?","Bhai ₹4500 abhi bhej sakta hun, baaki 2 hafte mein pakka 🤞",partial_payment,24,9000,mobile loan EMI,worried,delhi,15,4500.0,,family emergency,False,False
"Nako, Rohan ji ₹8000 EMI ka late fees bhi lagta hai. Abhi 4000 bhejo, baaki 2 hafte mein","Re, thoda zyada ho gaya, abhi 2000 hi de sakta hun, baaki 1 mahine mein",partial_payment,19,8000,mobile loan EMI,evasive,mumbai,,2000.0,,delayed settlement,False,False
Amit ji 3rd reminder — ₹6200 EMI 30 din overdue. CIBIL score ko nuksaan hoga. Abhi karein: rzp.io/pay,re bhai thoda time do. friday ko salary aayegi tab kar dunga 🙏,promise_to_pay,30,6200,credit line EMI,cooperative,mumbai,friday,6200.0,,salary,True,False
"Rajesh ji, ₹7500 bike loan EMI 7 din se overdue hai. Nako settle kar dete hain? Late fees ke saath total ₹8500 ho jayega.","re, abhi paisa nahi h, 5 din mein karta hoon. Payment link bhejo",needs_more_time,7,7500,bike loan EMI,evasive,bangalore,5 din,,,short_on_funds,False,False
"Priya ji, ₹11000 personal loan EMI pending hai. Bol, kab tak payment kar sakti ho?","Next week tak kar deti hun, bank se baat kar rahi hun",refusal,14,11000,personal loan EMI,evasive,hyderabad,next week,,,bank,False,False
"Arre, ₹7800 ki EMI 29 din se overdue hai. Late fees lagech hai. Aapka CIBIL score bhi impact ho sakta hai. Turant payment karein.","Bhai, thoda time do. Mera CA sahab se baat kar raha hoon, next week settlement karwa dunga",needs_more_time,29,7800,business loan EMI,cooperative,mumbai,next week,7800.0,,CA consultation,True,False
Dinesh ji ₹11000 EMI bahut overdue hai. Turant contact karein. CIBIL score ko impact ho raha hai.,"abhi nahi ho payega, 30 din baad",needs_more_time,23,11000,BNPL payment,evasive,hyderabad,30 days,,,unsure,True,False
Amit ₹7000 ka EMI bharna hai. Ab tak kyun nahi kiya?,"yeh amount galat hai mera loan 6000 ka tha extra charges kyun? okay ra, main kal check karke bataunga.",dispute,69,7000,credit line EMI,angry,hyderabad,tomorrow,,incorrect amount,disagreement,False,False
"Rahul ji, ₹18000 EMI due hai. UPI se ₹9000 abhi bhej sakte hain?","bol bhai ₹4500 abhi bhej sakta hun, baaki agle hafte tak pakka",partial_payment,22,18000,mobile loan EMI,desperate,delhi,,4500.0,,unforeseen circumstances,False,False
"Boss ₹12000 EMI pending hai, 28 din ho gaye hain. Abhi tak poora payment nahi hua hai. CIBIL score pe impact padega. UPI se payment karein.","Anna, ₹6000 abhi bhejta hun, baaki 15 tarikh ko zaroor karenge. Sorry boss, thoda financial issue tha.",partial_payment,28,12000,credit line EMI,polite,hyderabad,15,6000.0,,financial issue,True,False
"Namaste Sir, ₹4200 EMI due ho gayi hai. UPI maadtini karein",maine 2 din pehle payment kar diya tha aapka system update nahi hai,dispute,10,4200,credit line EMI,angry,bangalore,,,payment already made,,False,False
"Arjun ji, ₹9200 EMI due hai. Aapka CIBIL score bahut kamzor hai, isse sudharne ke liye ₹5000 abhi payment karein","Thoda time chahiye, main agle hafte ₹3000 pay kar deta hoon, baki ₹6200 next month dena hoga kya?",dispute,19,9200,mobile loan EMI,evasive,chennai,next week,3000.0,,delayed payment,True,False
"Sir ₹15000 pending hai, 67 days ho gaye hain. UPI se payment karein ya humein settlement ke liye call karein. CIBIL score impact ho sakta hai.","Bhai ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka, please late fees maaf karein",partial_payment,67,15000,BNPL payment,cooperative,hyderabad,2 weeks,5000.0,,,True,False
"Arre, ₹9500 EMI 59 din se pending hai. CIBIL score kharab ho jayega. Abhi tak kyun nahi kiya settlement?","Nako, abhi paisa nahi hai. Thoda time do, next week kar dunga.",needs_more_time,59,9500,mobile loan EMI,worried,hyderabad,next week,,,financial_problem,True,False
"Sun, ₹9000 EMI miss ho gayi. Late fees ₹2000 extra lagegi, turant payment karein.","Bhai, ₹2000 late fees galat hai. Maine ₹9000 samay pe bheja tha, aap apne system check karo.",dispute,16,9000,bike loan EMI,angry,delhi,,,incorrect late fees,technical issue,False,False
"Sir ₹7000 EMI miss ho gayi, 73 days overdue hai. Aap payment kab tak karein?","Yeh amount galat hai, mere loan ki details check karein. Extra charges kyun lagaye?",dispute,73,7000,bike loan EMI,angry,hyderabad,,,incorrect amount,loan details issue,False,False
"Rajesh bhai, ₹8500 EMI 9 din se overdue hai, late fees bhi lag rahi hai. Aaj turant settlement karwa do, UPI se payment link bhej raha hu","Yaar, abhi business mein problem chal rahi hai, next month pakka kar dunga, aap please 10 din aur do 🙏",needs_more_time,9,8500,business loan EMI,polite,delhi,next month,8500.0,,business problem,False,False
"Rakesh ₹35000 49 din se overdue hai, okay ra, RBI ke rules ke anusar CIBIL score kharab ho jayega. UPI se aaj settle karein.","definitely 5 din aur do, loan adjust karne ki koshish karunga",needs_more_time,49,35000,bike loan EMI,cooperative,hyderabad,5 din,,,loan adjustment,True,False
